"Sample.ID","Family","d13C","C.amount_ug","d15N","N.amount_ug","Total.amount_mg","Farmtype","Landscape","Stage","Farm.ID","Date"
"20180402TETSO1","TET",-24.5643081606496,614.782688581622,10.059820896453,130.892861379603,"1.174","Or","Sea","Seedling","SO1","20180402"
"20180402SCISO1","SCI",-20.9046024890108,412.11955830233,7.83430388772688,83.5080950500754,"0.794","Or","Sea","Seedling","SO1","20180402"
"20180402CHISO1","CHI",-24.4223107603205,400.049133788472,10.1699711967038,84.2544968496613,"0.81","Or","Sea","Seedling","SO1","20180402"
"20180402CHISO1","CHI",-26.7832936661001,429.236644016274,7.81091478084254,98.399851140823,"0.871","Or","Sea","Seedling","SO1","20180402"
"20180402TETSO1","TET",-24.2570307593651,528.3074909622,10.8262761374902,137.493618105386,"1.095","Or","Sea","Seedling","SO1","20180402"
"20180402CHISC1","CHI",-21.7118122018032,580.131699169377,10.1314588827702,127.954227105672,"1.202","Cv","Sea","Seedling","SC1","20180402"
"20180402CHISC1","CHI",-22.2606345799553,677.1542016287,10.2315182819187,148.460508882528,"1.4","Cv","Sea","Seedling","SC1","20180402"
"20180402CHISC1","CHI",-22.3856109431737,469.592229566389,10.0940261949349,103.593921295524,"1.006","Cv","Sea","Seedling","SC1","20180402"
"20180402CHISC1","CHI",-21.5578432392872,616.823511226542,10.434229747167,136.028119905365,"1.292","Cv","Sea","Seedling","SC1","20180402"
"20180402EPHSC1","EPH",-21.5656244369411,527.293156625353,6.44124242834828,105.817087159116,"1.009","Cv","Sea","Seedling","SC1","20180402"
"20180402EPHSC1","EPH",-20.6360427510025,472.623429876545,6.47435047624319,91.7080127689232,"0.888","Cv","Sea","Seedling","SC1","20180402"
"20180402EPHSC1","EPH",-22.24703633542,482.731997431378,6.82302010078125,92.4523141531898,"0.91","Cv","Sea","Seedling","SC1","20180402"
"20180402CHILC2","CHI",-25.0011030143037,522.222538753657,7.75858418183701,116.169138514396,"1.093","Cv","Land","Seedling","LC2","20180402"
"20180402CHILC2","CHI",-23.3893468396014,577.078158033496,7.50553898155573,124.276637959197,"1.318","Cv","Land","Seedling","LC2","20180402"
"20180402CHILC2","CHI",-24.6469887555969,489.812174842814,7.17463682750523,107.298243000608,"1.047","Cv","Land","Seedling","LC2","20180402"
"20180402CHILC3","CHI",-26.5502893630703,629.074348446253,8.25740483292284,138.226080785126,"1.284","Cv","Land","Seedling","LC3","20180402"
"20180402CHILC3","CHI",-25.7468404859734,613.762382640415,7.9899485914281,133.828440503979,"1.254","Cv","Land","Seedling","LC3","20180402"
"20180402CHILC3","CHI",-25.7652610277052,681.253269952438,8.26871095964896,149.19010735956,"1.408","Cv","Land","Seedling","LC3","20180402"
"20180402CHILC3","CHI",-26.2609377422358,669.983536847661,8.06367091757392,146.270567770349,"1.39","Cv","Land","Seedling","LC3","20180402"
"20180402SCILC3","SCI",-26.034448915345,290.872735571372,5.30303383515834,56.3597815739088,"0.567","Cv","Land","Seedling","LC3","20180402"
"20180402PYLLC3","PYL",-25.4287336447344,464.541634132842,6.52865578913503,92.4523141531898,"0.919","Cv","Land","Seedling","LC3","20180402"
"20180402STRMO1","STR",-27.2067321384812,437.298768592672,25.8242436124495,104.335167530235,"0.88","Or","Mount","Seedling","MO1","20180402"
"20180402SCIMO1","SCI",-24.3454926031829,503.98285702852,8.6162731144601,104.335167530235,"1.02","Or","Mount","Seedling","MO1","20180402"
"20180402MUSMO1","MUS",-24.8632918334643,429.236644016274,4.01025578790992,85.0007077023999,"0.854","Or","Mount","Seedling","MO1","20180402"
"20180402CHIMO1","CHI",-24.4794845046983,321.837966581393,10.0395706067422,68.3898931595184,"0.664","Or","Mount","Seedling","MO1","20180402"
"20180402MUSMO1","MUS",-24.3135176426345,326.838681554988,6.76565276043769,59.8234452811053,"0.631","Or","Mount","Seedling","MO1","20180402"
"20180402CICMO1","CIC",-15.2767144220914,579.113781869914,6.75517419484646,125.012537682186,"1.126","Or","Mount","Seedling","MO1","20180402"
"20180402CICMO1","CIC",-12.7699038494034,432.259413826157,1.93584533141069,93.1964245906091,"0.825","Or","Mount","Seedling","MO1","20180402"
"20180402DELMO1","DEL",-18.1453509743189,500.945123080653,6.83115654065441,108.038534501083,"1.081","Or","Mount","Seedling","MO1","20180402"
"20180402CHIMO1","CHI",-25.3269250258722,453.436506545906,11.0472776596699,88.7288977633849,"0.966","Or","Mount","Seedling","MO1","20180402"
"20180402CICMO1","CIC",-26.2799083728885,613.762382640415,3.67363432153297,125.012537682186,"1.157","Or","Mount","Seedling","MO1","20180402"
"20180402GEOMO1","GEO",-28.0677011756198,431.25175363536,4.20117640065657,88.7288977633849,"0.807","Or","Mount","Seedling","MO1","20180402"
"20180402DELMO1","DEL",-15.3987716321282,533.380216458965,4.05675874391452,96.9141125749979,"0.996","Or","Mount","Seedling","MO1","20180402"
"20180402SCIMO2","SCI",-21.7589649302962,330.840518108906,10.5095736659523,66.5884926742233,"0.675","Or","Mount","Seedling","MO2","20180402"
"20180402CHIMO2","CHI",-24.0614212100371,445.365389435883,7.77203714215223,91.7080127689232,"0.905","Or","Mount","Seedling","MO2","20180402"
"20180402CHIMO3","CHI",-23.6305993883575,496.895794708528,9.07135531656827,96.1709568718145,"1.115","Or","Mount","Seedling","MO3","20180402"
"20180402SCIMC1","SCI",-25.0588041442756,429.236644016274,3.83003225663797,77.5300065668895,"0.857","Cv","Mount","Seedling","MC1","20180402"
"20180402STAMC1","STA",-26.0316583057029,511.073361802791,7.29637618237938,99.1424340034647,"0.974","Cv","Mount","Seedling","MC1","20180402"
"20180402TERMC1","TER",-21.2362182328973,581.149686723008,2.27555298100725,133.828440503979,"1.261","Cv","Mount","Seedling","MC1","20180402"
"20180402PYLMC1","PYL",-22.9880874289859,468.581969971342,7.32999453268565,68.539960220446,"0.924","Cv","Mount","Seedling","MC1","20180402"
"20180402CHIMC1","CHI",-25.603102381625,451.418305743386,6.11770928624651,90.9635204378094,"1.223","Cv","Mount","Seedling","MC1","20180402"
"20180402TERMC1","TER",-22.128686739358,445.365389435883,4.15385290028388,98.399851140823,"0.905","Cv","Mount","Seedling","MC1","20180402"
"20180402CHIMC1","CHI",-25.598780681457,366.907630095804,6.34949580817685,71.0149640077096,"0.911","Cv","Mount","Seedling","MC1","20180402"
"20180402SCIMC1","SCI",-25.830963057361,552.672591297192,7.11876333589115,111.737127800752,"1.197","Cv","Mount","Seedling","MC1","20180402"
"20180402CHIMC1","CHI",-24.6474290479123,480.70972188706,7.41440348520347,94.6840726249062,"1.002","Cv","Mount","Seedling","MC1","20180402"
"20180402CICMC1","CIC",-18.4013040915553,497.908021420306,5.19626398698354,109.518544661492,"0.959","Cv","Mount","Seedling","MC1","20180402"
"20180402CHIMC1","CHI",-25.3492641276196,434.274944970256,6.44355099026689,85.7467276082913,"1.046","Cv","Mount","Seedling","MC1","20180402"
"20180402CHIMC2","CHI",-25.6182590940974,565.887250106277,6.33780286822245,119.857229737468,"1.267","Cv","Mount","Seedling","MC2","20180402"
"20180402SCIMC2","SCI",-26.3243410873109,480.70972188706,6.95538833712973,116.169138514396,"1.015","Cv","Mount","Seedling","MC2","20180402"
"20180402MUSMC2","MUS",-25.30768641512,479.698689496154,10.2193867388122,113.953992418386,"0.958","Cv","Mount","Seedling","MC2","20180402"
"20180402CHIMC2","CHI",-25.677998283687,397.033108378808,5.96873791047568,82.7615023036424,"0.862","Cv","Mount","Seedling","MC2","20180402"
"20180402COCMC2","COC",-26.5402187012136,600.504798534104,6.97548521146505,127.219091170072,"1.174","Cv","Mount","Seedling","MC2","20180402"
"20180402DELMC2","DEL",-20.4890212358248,414.132279279672,3.21671056673603,88.7288977633849,"0.806","Cv","Mount","Seedling","MC2","20180402"
"20180402PYRMC2","PYR",-31.1020309922109,513.099852597246,5.31401821313644,116.169138514396,"1.014","Cv","Mount","Seedling","MC2","20180402"
"20180402SCIMC2","SCI",-26.6964816447859,561.819936666902,5.93536560185815,129.423926136332,"1.205","Cv","Mount","Seedling","MC2","20180402"
"20180402DELMC2","DEL",-14.865079323118,366.907630095804,3.01159006986689,69.0651347854359,"0.687","Cv","Mount","Seedling","MC2","20180402"
"20180402SCIMC2","SCI",-25.6597686100062,436.290757131031,7.87655059475302,100.627026888207,"0.905","Cv","Mount","Seedling","MC2","20180402"
"20180402EPHMC2","EPH",-23.7713921329107,491.835714962173,5.93403661751362,113.953992418386,"1.026","Cv","Mount","Seedling","MC2","20180402"
"20180402EPHMC2","EPH",-26.2268578638623,546.57752248832,8.77657272658356,130.158489231391,"1.117","Cv","Mount","Seedling","MC2","20180402"
"20180402CHIMC2","CHI",-25.9669091437797,508.034152517376,5.9120715367139,108.038534501083,"1.188","Cv","Mount","Seedling","MC2","20180402"
"20180402CHIMC2","CHI",-24.4517783914721,413.125883663916,6.01517312324552,89.4739629350402,"0.912","Cv","Mount","Seedling","MC2","20180402"
"20180402CHIMC3","CHI",-22.2709961263993,479.698689496154,7.43883263177227,102.11085598556,"1.142","Cv","Mount","Seedling","MC3","20180402"
"20180402CHIMC3","CHI",-22.3490478457172,468.581969971342,8.00886351921746,104.335167530235,"1.054","Cv","Mount","Seedling","MC3","20180402"
"20180402CHIMC3","CHI",-21.9534576699615,496.895794708528,7.57110372192194,109.518544661492,"1.08","Cv","Mount","Seedling","MC3","20180402"
"20180402CHILO1","CHI",-24.5666677152143,543.530936515166,8.28018751779388,116.907138652705,"1.119","Or","Land","Seedling","LO1","20180402"
"20180402CHILO1","CHI",-24.4671595642602,492.847590403106,8.67905141992903,102.11085598556,"1.013","Or","Land","Seedling","LO1","20180402"
"20180402CHILO1","CHI",-24.2055766073969,549.624740748996,8.47805612310792,116.907138652705,"1.198","Or","Land","Seedling","LO1","20180402"
"20180402CHILO1","CHI",-24.1643568783833,502.970208791729,8.24799640640492,105.817087159116,"1.062","Or","Land","Seedling","LO1","20180402"
"20180402CHILO1","CHI",-24.6424307747953,501.957630809107,8.23048963617622,107.298243000608,"1.039","Or","Land","Seedling","LO1","20180402"
"20180402MUSLO1","MUS",-22.6986667241958,596.427930527752,8.09500192075454,119.857229737468,"1.161","Or","Land","Seedling","LO1","20180402"
"20180402MUSLO1","MUS",-23.8843874342499,617.844027930255,8.13155496399563,113.215228492689,"1.234","Or","Land","Seedling","LO1","20180402"
"20180402MUSLO1","MUS",-26.1697848912369,527.293156625353,9.2794012927278,110.997791034512,"1.073","Or","Land","Seedling","LO1","20180402"
"20180402PYLLO1","PYL",-30.5503845106576,405.077247887956,4.45737648822497,66.1379707007371,"0.719","Or","Land","Seedling","LO1","20180402"
"20180402COCLO1","COC",-25.2045909212106,1101.04923823788,8.10605405569859,161.564066601478,"1.913","Or","Land","Seedling","LO1","20180402"
"20180402TETLO1","TET",-24.6152384876685,790.288162336465,8.94239066709039,167.368011560013,"1.566","Or","Land","Seedling","LO1","20180402"
"20180402CHILO2","CHI",-24.2539704419912,525.264698714168,8.40921756632974,114.692565397237,"1.081","Or","Land","Seedling","LO2","20180402"
"20180402CHILO2","CHI",-25.0840707610314,786.159306245093,7.6469913174007,175.328481932466,"1.699","Or","Land","Seedling","LO2","20180402"
"20180402CHILO2","CHI",-25.6162496445562,714.086282943659,8.10892916246674,163.741978062283,"1.479","Or","Land","Seedling","LO2","20180402"
"20180402CHILO2","CHI",-24.5732566915513,546.57752248832,8.22343212099245,116.907138652705,"1.168","Or","Land","Seedling","LO2","20180402"
"20180402CHILO3","CHI",-24.9964494852052,678.178863328381,7.46956203688255,152.835235542011,"1.414","Or","Land","Seedling","LO3","20180402"
"20180402CHILO3","CHI",-25.7551572792208,683.303225639321,7.46369325108936,155.020021089315,"1.434","Or","Land","Seedling","LO3","20180402"
"20180402CHILO3","CHI",-25.6017781156303,797.516365281869,7.28814451224683,180.382206154472,"1.686","Or","Land","Seedling","LO3","20180402"
"20180402CHILO3","CHI",-24.696345627673,779.968129733104,7.04603892821071,169.541340296485,"1.644","Or","Land","Seedling","LO3","20180402"
"20180402CHILC1","CHI",-23.595621895008,449.400385957543,7.81620201418689,96.9141125749979,"0.948","Cv","Land","Seedling","LC1","20180402"
"20180402CHILC1","CHI",-24.6576114535111,720.250481854773,6.69701887737552,165.192964301917,"1.525","Cv","Land","Seedling","LC1","20180402"
"20180402CHILC1","CHI",-23.9285852635262,762.440197639164,6.89313619056926,159.384436619049,"1.611","Cv","Land","Seedling","LC1","20180402"
"20180402SCILC1","SCI",-24.5704951126911,337.846436863766,6.17792422988989,59.7481912070329,"0.621","Cv","Land","Seedling","LC1","20180402"
"20180506DELMO1","DEL",-26.8524719781575,731.636364407189,8.14990974804007,143.67557588446,"1.109","Or","Mount","Tillering","MO1","20180506"
"20180506DELMO1","DEL",-27.4010750826838,477.978539278358,7.6688723941429,91.4348160109357,"0.95","Or","Mount","Tillering","MO1","20180506"
"20180506CICMO1","CIC",-25.4501002469691,474.222230707426,9.4617714434725,105.870906396146,"0.955","Or","Mount","Tillering","MO1","20180506"
"20180506TETMO1","TET",-24.7552922119169,437.922823696908,8.49697826112894,118.015717819873,"0.95","Or","Mount","Tillering","MO1","20180506"
"20180506MUSMO1","MUS",-24.256823765221,533.865965953349,10.9034743400569,134.686572756384,"1.108","Or","Mount","Tillering","MO1","20180506"
"20180506SCIMO1","SCI",-24.7928386492509,504.5827799893,9.42028098590834,108.383283045914,"1.034","Or","Mount","Tillering","MO1","20180506"
"20180506EMPMO1","EMP",-26.7624621989509,498.625923260048,9.4777644212784,98.1114990042638,"1.027","Or","Mount","Tillering","MO1","20180506"
"20180506EPHMO1","EPH",-24.8381781581917,502.972840065299,9.91532058203894,120.898519743834,"1.05","Or","Mount","Tillering","MO1","20180506"
"20180506MUSMO1","MUS",-23.5675926803308,524.409543692592,7.02501757387804,114.377568274194,"1.098","Or","Mount","Tillering","MO1","20180506"
"20180506ACRMO1","ACR",-26.9825460190788,513.97005993875,8.952432032103,121.003276645046,"1.13","Or","Mount","Tillering","MO1","20180506"
"20180506SCIMO1","SCI",-25.9737140800953,326.758315263429,13.4716125666215,68.9945180181849,"0.663","Or","Mount","Tillering","MO1","20180506"
"20180506PYRMO1","PYR",-28.5280160281648,515.754758206141,8.23085784625847,121.13016404287,"1.094","Or","Mount","Tillering","MO1","20180506"
"20180506CICMO1","CIC",-28.1684388665808,551.624455556343,8.15894261951725,110.853188591125,"1.117","Or","Mount","Tillering","MO1","20180506"
"20180506PENMO1","PEN",-27.4104993515513,466.873360716838,9.23746337878315,94.3492286568814,"0.917","Or","Mount","Tillering","MO1","20180506"
"20180506DELMO1","DEL",-25.3758789117656,516.878492816338,7.32203907633484,104.760788605508,"1.02","Or","Mount","Tillering","MO1","20180506"
"20180506EPHMO1","EPH",-21.958561727281,510.567839205369,11.5849294598153,113.056233394131,"1.052","Or","Mount","Tillering","MO1","20180506"
"20180506EMPMO1","EMP",-24.4103424335834,1039.43816093535,7.58948104098652,232.579722896349,"1.204","Or","Mount","Tillering","MO1","20180506"
"20180506CHRMO2","CHR",-25.4753489914804,416.569097192922,6.65386208111154,92.1640038702084,"0.889","Or","Mount","Tillering","MO2","20180506"
"20180506COCMO2","COC",-21.8522634521728,643.296806937182,8.54545293261834,109.99814324647,"1.178","Or","Mount","Tillering","MO2","20180506"
"20180506DELMO2","DEL",-17.4740281921662,457.40108859207,7.70500075223966,64.4017593242211,"1.123","Or","Mount","Tillering","MO2","20180506"
"20180506MUSMO2","MUS",-12.5982002158706,531.485510655689,12.9752531441985,131.784728127442,"1.089","Or","Mount","Tillering","MO2","20180506"
"20180506PENMO2","PEN",-11.92587391389,532.457540420625,4.54310902354647,112.379416601389,"1.067","Or","Mount","Tillering","MO2","20180506"
"20180506TETMO2","TET",-19.001788796825,399.095598472351,8.37753103360361,92.1669619448203,"0.852","Or","Mount","Tillering","MO2","20180506"
"20180506CICMO2","CIC",-26.8294991966929,509.512730968654,6.80045762298593,113.138027567393,"1.003","Or","Mount","Tillering","MO2","20180506"
"20180506MUSMO2","MUS",-24.5982551222878,480.968372356763,9.71128507844556,98.0541409470606,"0.943","Or","Mount","Tillering","MO2","20180506"
"20180506DELMO2","DEL",-25.2823784656372,572.338251323391,7.2052324464432,105.068393539927,"1.084","Or","Mount","Tillering","MO2","20180506"
"20180506TETMO2","TET",-25.0327850331691,553.722666907014,9.76014834099899,147.926824145457,"1.185","Or","Mount","Tillering","MO2","20180506"
"20180506DELMO2","DEL",-22.215246672509,533.368086689295,7.14663765392137,105.000431561227,"1.119","Or","Mount","Tillering","MO2","20180506"
"20180506ACRMO2","ACR",-23.694776846901,557.60577116205,6.82476352911553,112.934279299353,"1.145","Or","Mount","Tillering","MO2","20180506"
"20180506PENMO3","PEN",-11.6120823527166,570.886133649928,4.0488684940253,131.741684426618,"1.208","Or","Mount","Tillering","MO3","20180506"
"20180506CICMO3","CIC",-30.6707320700529,456.02455079675,12.5785149579255,87.4049874611852,"0.948","Or","Mount","Tillering","MO3","20180506"
"20180506ACRMO3","ACR",-16.6872980435467,532.852159940749,9.49679752227066,115.107118136774,"1.173","Or","Mount","Tillering","MO3","20180506"
"20180506CICMO3","CIC",-14.2651088141977,532.564734920577,10.6286741721735,104.658842846134,"1.026","Or","Mount","Tillering","MO3","20180506"
"20180506COCMO3","COC",-21.6072848177196,510.256158408744,8.23903910619856,105.469952235469,"1.026","Or","Mount","Tillering","MO3","20180506"
"20180506TETMO3","TET",-23.1475330387609,403.020052976534,8.97975358597969,112.167091319009,"0.877","Or","Mount","Tillering","MO3","20180506"
"20180506TETMO3","TET",-22.6628074212594,390.792392705498,9.69255817235238,101.698783209323,"1.043","Or","Mount","Tillering","MO3","20180506"
"20180506MUSMO3","MUS",-19.5317537248847,1044.8861478297,8.03264993040653,189.673983740764,"0.983","Or","Mount","Tillering","MO3","20180506"
"20180506PYLMO3","PYL",-27.9887804801984,459.973242426503,12.6703018825271,83.1422978071275,"0.973","Or","Mount","Tillering","MO3","20180506"
"20180506MUSMO3","MUS",-19.5163749010782,441.76851515003,13.8662933570962,91.9723190651274,"0.987","Or","Mount","Tillering","MO3","20180506"
"20180506DELMO3","DEL",-17.5276326575406,437.518895406067,7.5048393150254,82.9531318271277,"0.884","Or","Mount","Tillering","MO3","20180506"
"20180506SCIMO3","SCI",-23.7161723425967,604.320569621071,9.389861333738,115.706726621568,"1.233","Or","Mount","Tillering","MO3","20180506"
"20180506STRMC1","STR",-24.706750953019,522.525192594925,6.26673002184169,116.609181964826,"1.193","Cv","Mount","Tillering","MC1","20180506"
"20180506SCIMC1","SCI",-26.0604275085101,565.767800663966,4.20001564298627,125.786874332099,"1.175","Cv","Mount","Tillering","MC1","20180506"
"20180506COCMC1","COC",-26.8711003441086,544.751555708095,11.0290942647076,88.7013684498344,"0.991","Cv","Mount","Tillering","MC1","20180506"
"20180506TERMC1","TER",-22.3749738457801,458.356663650465,2.49514815151937,110.557547769941,"0.986","Cv","Mount","Tillering","MC1","20180506"
"20180506DELMC1","DEL",-28.2533280514707,551.02020819498,5.35349063367155,107.404866661312,"1.082","Cv","Mount","Tillering","MC1","20180506"
"20180506MUSMC1","MUS",-25.9571685804592,420.37386947635,9.28681863968567,73.3318992127389,"0.904","Cv","Mount","Tillering","MC1","20180506"
"20180506DELMC1","DEL",-27.7419951360671,481.920615495868,5.42929818409469,97.8320976069022,"0.946","Cv","Mount","Tillering","MC1","20180506"
"20180506CICMC1","CIC",-28.2948236871511,574.702333986574,3.74552040015769,116.52327897387,"1.115","Cv","Mount","Tillering","MC1","20180506"
"20180506COCMC1","COC",-27.3669470454942,607.813652442398,6.03681827748067,111.771665937048,"1.15","Cv","Mount","Tillering","MC1","20180506"
"20180506SCIMC1","SCI",-25.3539650272877,460.399953365402,11.4237676130318,106.699659586584,"0.943","Cv","Mount","Tillering","MC1","20180506"
"20180506CHIMC1","CHI",-25.0719064560911,459.437418431212,7.69938435126251,95.3757432402733,"0.964","Cv","Mount","Tillering","MC1","20180506"
"20180506HESMC1","HES",-31.1378156919179,521.970773730957,4.02060702256111,99.5941381464612,"1.135","Cv","Mount","Tillering","MC1","20180506"
"20180506CICMC1","CIC",-27.9928452322116,470.197997698158,4.03757885262078,93.3036954888238,"0.905","Cv","Mount","Tillering","MC1","20180506"
"20180506TETMC1","TET",-25.538264499583,501.300713358938,6.6062512595289,120.621720986296,"1.086","Cv","Mount","Tillering","MC1","20180506"
"20180506DELMC1","DEL",-27.3365085604412,546.285181461346,6.90627979945694,107.293194437296,"1.071","Cv","Mount","Tillering","MC1","20180506"
"20180506CICMC1","CIC",-28.0551900667419,600.227677701278,7.22644327141677,122.636774023329,"1.164","Cv","Mount","Tillering","MC1","20180506"
"20180506TETMC1","TET",-24.0107846487589,452.288035599942,7.35951007659132,123.202957153195,"0.978","Cv","Mount","Tillering","MC1","20180506"
"20180506CHIMC1","CHI",-23.0889883549194,237.63277544518,9.80446164468699,52.1723728892064,"0.502","Cv","Mount","Tillering","MC1","20180506"
"20180506ARAMC1","ARA",-27.6619288029658,527.795825766971,7.52232641169486,105.714899314767,"1.025","Cv","Mount","Tillering","MC1","20180506"
"20180506CHRMC1","CHR",-28.5074163218709,468.868704404989,4.25780827970346,97.6830808388805,"0.971","Cv","Mount","Tillering","MC1","20180506"
"20180506STRMC1","STR",-26.9935486119305,325.73032000287,4.51794429830993,72.9105872548643,"0.705","Cv","Mount","Tillering","MC1","20180506"
"20180506COCLO1","COC",-23.9641669289684,616.342957078966,8.12292203826155,99.0516585738623,"1.101","Or","Land","Tillering","LO1","20180506"
"20180506ACRLO1","ACR",-21.1603987191747,546.19049323542,3.24011826079664,128.516793130835,"1.159","Or","Land","Tillering","LO1","20180506"
"20180506TETLO1","TET",-23.4330396875506,453.99341450105,8.8190474264936,120.265532240385,"0.974","Or","Land","Tillering","LO1","20180506"
"20180506SCILO1","SCI",-22.7481578213835,483.686736673336,7.96503273840241,107.750807532535,"0.98","Or","Land","Tillering","LO1","20180506"
"20180506COCLO1","COC",-26.4336749769633,591.483214300349,8.71473593978913,121.997388188863,"1.17","Or","Land","Tillering","LO1","20180506"
"20180506EPHLO1","EPH",-22.5342066032902,482.187590846858,8.68163123490837,90.5274840907394,"1.048","Or","Land","Tillering","LO1","20180506"
"20180506TETLO1","TET",-22.5260995981598,242.147873259422,9.46062348383908,66.4494949392366,"0.525","Or","Land","Tillering","LO1","20180506"
"20180506CICLO1","CIC",-20.2233563958029,404.69017947591,8.01557944557719,82.3847276900166,"0.783","Or","Land","Tillering","LO1","20180506"
"20180506DELLO1","DEL",-25.9034722873209,368.630970883618,4.86813611940984,66.2342724237629,"0.691","Or","Land","Tillering","LO1","20180506"
"20180506PYLLO1","PYL",-24.183614554139,284.791039499114,6.15394123024378,65.2586076257166,"0.575","Or","Land","Tillering","LO1","20180506"
"20180506MUSLO1","MUS",-19.2002625362647,291.858652154581,8.07284802734083,74.5729348701034,"0.618","Or","Land","Tillering","LO1","20180506"
"20180506ARALO1","ARA",-23.4198966442939,503.54943338847,7.72442207698104,135.608210074497,"1.067","Or","Land","Tillering","LO1","20180506"
"20180506DELLO1","DEL",-23.8521395655393,271.179273187208,6.11089861534109,50.9744217268672,"0.518","Or","Land","Tillering","LO1","20180506"
"20180506COCLO1","COC",-24.5267782426244,449.707490684973,8.56151880195531,90.6348765176621,"0.888","Or","Land","Tillering","LO1","20180506"
"20180506CHILO1","CHI",-23.9544404905665,323.226370463096,6.34286465046957,71.7064180914403,"0.703","Or","Land","Tillering","LO1","20180506"
"20180506ACRLO1","ACR",-28.6197261204083,443.685751222086,7.73828201569223,107.529536525281,"0.95","Or","Land","Tillering","LO1","20180506"
"20180506MUSLO1","MUS",-18.4057773836259,372.959719634363,9.73048739981299,90.2345907208706,"0.769","Or","Land","Tillering","LO1","20180506"
"20180506CHILC1","CHI",-22.0032967302142,465.611727525159,8.36393347447626,102.665848810385,"0.996","Cv","Land","Tillering","LC1","20180506"
