Farm,Stage,Family.ID,Count,Guild,Guild2,Date,Year,目,Order,科,Family,食性分類,水稻生長,種鑑定
SC1,Flowering,Ara,1,Predator,Predators,20170608,2017,蜘蛛目,,金蛛科,Araneidae,掠食者,孕穗末期,
SC1,Flowering,Cer,2,Predator,Predators,20170608,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,孕穗末期,尼蠓
SC1,Flowering,Coc,1,Predator,Predators,20170608,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,孕穗末期,橙瓢蟲
SO1,Flowering,Cer,2,Predator,Predators,20170608,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,孕穗末期,尼蠓
SO1,Flowering,Coc,1,Predator,Predators,20170608,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,孕穗末期,橙瓢蟲
MC1,Ripening,Pip,2,Predator,Predators,20170626,2017,雙翅目,Diptera,頭蠅科,Pipunculidae,掠食者,黃熟期,葉蟬頭蠅
LC1,Flowering,Del,1,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗期,白背飛蝨
LC1,Flowering,Del,3,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗期,褐飛蝨
LC1,Flowering,Thr,9,Rice.Herbivore,Rice.herb,20170526,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,孕穗期,稻薊馬
LO1,Flowering,Acr,1,Rice.Herbivore,Rice.herb,20170526,2017,直翅目,Orthoptera,蝗科,Acrididae,稻害者,孕穗期,台灣稻蝗
LO1,Flowering,Cic,6,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,孕穗期,偽黑尾葉蟬
LO1,Flowering,Del,8,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗期,斑飛蝨
LO1,Flowering,Del,4,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗期,褐飛蝨
LO1,Flowering,Pyl,4,Rice.Herbivore,Rice.herb,20170526,2017,鱗翅目,Lepidoptera,螟蛾科,Pyralidae,稻害者,孕穗期,二化螟
LO1,Flowering,Pyl,1,Rice.Herbivore,Rice.herb,20170526,2017,鱗翅目,Lepidoptera,螟蛾科,Pyralidae,稻害者,孕穗期,瘤野螟
LO1,Flowering,Thr,7,Rice.Herbivore,Rice.herb,20170526,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,孕穗期,稻薊馬
MC1,Flowering,Acr,2,Rice.Herbivore,Rice.herb,20170526,2017,直翅目,Orthoptera,蝗科,Acrididae,稻害者,抽穗期,台灣稻蝗
MC1,Flowering,Aly,4,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,蛛緣椿科,Alydidae,稻害者,抽穗期,台灣蜘蛛緣椿象
MC1,Flowering,Cic,4,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,抽穗期,偽黑尾葉蟬
MC1,Flowering,Del,1,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,抽穗期,斑飛蝨
MC1,Flowering,Del,3,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,抽穗期,褐飛蝨
SC1,Flowering,Del,3,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗期,班飛蝨
SC1,Flowering,Thr,1,Rice.Herbivore,Rice.herb,20170526,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,孕穗期,稻薊馬
SO1,Flowering,Del,5,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗期,班飛蝨
SO1,Flowering,Del,2,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗期,褐飛蝨
MO1,Flowering,Aly,1,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,蛛緣椿科,Alydidae,稻害者,抽穗期,台灣蜘蛛緣椿象
MO1,Flowering,Del,2,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,抽穗期,斑飛蝨
MO1,Flowering,Pen,1,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,椿象科,Pentatomidae,稻害者,抽穗期,稻赤曼椿象
LC1,Ripening,Cic,60,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,乳熟期,偽黑尾葉蟬
LC1,Ripening,Del,10,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,乳熟期,褐飛蝨
LO1,Ripening,Cic,18,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,乳熟期,偽黑尾葉蟬
LO1,Ripening,Del,3,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,乳熟期,斑飛蝨
LO1,Ripening,Del,7,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,乳熟期,褐飛蝨
LO1,Ripening,Pen,1,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,椿象科,Pentatomidae,稻害者,乳熟期,稻赤曼椿象
SC1,Ripening,Del,1,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,乳熟期,班飛蝨
SC1,Ripening,Del,3,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,乳熟期,褐飛蝨
LO1,Seedling,Cic,1,Rice.Herbivore,Rice.herb,20170318,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,未插秧,偽黑尾葉蟬
LO1,Seedling,Del,2,Rice.Herbivore,Rice.herb,20170318,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,未插秧,褐飛蝨
LO1,Seedling,Apd,4,Rice.Herbivore,Rice.herb,20170318,2017,半翅目,Hemiptera,蚜科,Apididae,稻害者,未插秧,
MC1,Seedling,Apd,1,Rice.Herbivore,Rice.herb,20170318,2017,半翅目,Hemiptera,蚜科,Apididae,稻害者,未插秧,
MO1,Seedling,Mir,1,Rice.Herbivore,Rice.herb,20170318,2017,半翅目,Hemiptera,盲椿科,Miridae,稻害者,未插秧,
SC1,Seedling,Acr,3,Rice.Herbivore,Rice.herb,20170318,2017,直翅目,Orthoptera,蝗科,Acrididae,稻害者,未插秧,小稻蝗
LO1,Seedling,Del,1,Rice.Herbivore,Rice.herb,20170331,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,成活期,褐飛蝨
SO1,Seedling,Pyl,1,Rice.Herbivore,Rice.herb,20170407,2017,鱗翅目,Lepidoptera,螟蛾科,Pyralidae,稻害者,成活期,二化螟
LC1,Tillering,Acr,1,Rice.Herbivore,Rice.herb,20170417,2017,直翅目,Orthoptera,蝗科,Acrididae,稻害者,分?始期,小稻蝗
LC1,Tillering,Cur,5,Rice.Herbivore,Rice.herb,20170417,2017,鞘翅目,Coleoptera,象鼻蟲科,Curculionidae,稻害者,分?始期,水稻水象鼻蟲
LC1,Tillering,Del,3,Rice.Herbivore,Rice.herb,20170417,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?始期,褐飛蝨
LC1,Tillering,Nym,1,Rice.Herbivore,Rice.herb,20170417,2017,鱗翅目,Lepidoptera,蛺蝶科,Nymphalidae,稻害者,分?始期,淡色樹蔭蝶
LO1,Tillering,Cur,5,Rice.Herbivore,Rice.herb,20170417,2017,鞘翅目,Coleoptera,象鼻蟲科,Curculionidae,稻害者,分?始期,水稻水象鼻蟲
LO1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20170417,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?始期,褐飛蝨
SO1,Tillering,Apd,1,Rice.Herbivore,Rice.herb,20170417,2017,半翅目,Hemiptera,蚜科,Apididae,稻害者,分?始期,
LO1,Tillering,Pen,1,Rice.Herbivore,Rice.herb,20170502,2017,半翅目,Hemiptera,椿象科,Pentatomidae,稻害者,分?盛期,稻赤曼椿象
LO1,Tillering,Thr,1,Rice.Herbivore,Rice.herb,20170502,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,分?盛期,稻薊馬
MC1,Tillering,Cic,1,Rice.Herbivore,Rice.herb,20170502,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,分?盛期,偽黑尾葉蟬
MO1,Tillering,Aly,1,Rice.Herbivore,Rice.herb,20170502,2017,半翅目,Hemiptera,蛛緣椿科,Alydidae,稻害者,分?盛期,台灣蜘蛛緣椿象
MO1,Tillering,Cur,2,Rice.Herbivore,Rice.herb,20170502,2017,鞘翅目,Coleoptera,象鼻蟲科,Curculionidae,稻害者,分?盛期,台灣三月始灰象
MO1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20170502,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?盛期,褐飛蝨
MO1,Tillering,Thr,2,Rice.Herbivore,Rice.herb,20170502,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,分?盛期,稻薊馬
SC1,Tillering,Pyl,1,Rice.Herbivore,Rice.herb,20170502,2017,鱗翅目,Lepidoptera,螟蛾科,Pyralidae,稻害者,分?盛期,二化螟
SC1,Tillering,Thr,16,Rice.Herbivore,Rice.herb,20170502,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,分?盛期,稻薊馬
SO1,Tillering,Thr,1,Rice.Herbivore,Rice.herb,20170502,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,分?盛期,稻薊馬
LC1,Tillering,Del,3,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,褐飛蝨
LO1,Tillering,Del,6,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,斑飛蝨
LO1,Tillering,Del,15,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,褐飛蝨
MC1,Flowering,Aly,1,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,蛛緣椿科,Alydidae,稻害者,幼穗形成,台灣蜘蛛緣椿象
MC1,Flowering,Del,7,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,幼穗形成,斑飛蝨
MC1,Flowering,Del,3,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,幼穗形成,褐飛蝨
MC1,Flowering,Pen,1,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,椿象科,Pentatomidae,稻害者,幼穗形成,南方綠椿象
MO1,Tillering,Acr,1,Rice.Herbivore,Rice.herb,20170512,2017,直翅目,Orthoptera,蝗科,Acrididae,稻害者,分?終期,小稻蝗
MO1,Tillering,Cic,3,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,分?終期,黑條黑尾葉蟬
MO1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,白背飛蝨
MO1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,褐飛蝨
SC1,Tillering,Del,4,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,班飛蝨
SO1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,白背飛蝨
SO1,Tillering,Del,8,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,班飛蝨
SO1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,褐飛蝨
MO1,Flowering,Acr,1,Rice.Herbivore,Rice.herb,20170526,2017,直翅目,Orthoptera,蝗科,Acrididae,稻害者,幼穗分化,台灣稻蝗
MO1,Flowering,Cur,1,Rice.Herbivore,Rice.herb,20170526,2017,鞘翅目,Coleoptera,象鼻蟲科,Curculionidae,稻害者,幼穗分化,台灣三月始灰象
MO1,Flowering,Del,1,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,幼穗分化,斑飛蝨
LC1,Flowering,Cic,4,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,孕穗末期,偽黑尾葉蟬
LC1,Flowering,Del,26,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗末期,班飛蝨
LC1,Flowering,Del,40,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗末期,褐飛蝨
LO1,Flowering,Cic,1,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,孕穗末期,偽黑尾葉蟬
LO1,Flowering,Del,10,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗末期,斑飛蝨
LO1,Flowering,Del,38,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗末期,褐飛蝨
LO1,Flowering,Pyl,1,Rice.Herbivore,Rice.herb,20170608,2017,鱗翅目,Lepidoptera,螟蛾科,Pyralidae,稻害者,孕穗末期,二化螟
MC1,Flowering,Aly,2,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,蛛緣椿科,Alydidae,稻害者,齊穗期,台灣蜘蛛緣椿象
MC1,Flowering,Cic,5,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,齊穗期,偽黑尾葉蟬
MC1,Flowering,Del,12,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,齊穗期,斑飛蝨
MC1,Flowering,Del,26,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,齊穗期,褐飛蝨
MC1,Flowering,Pyl,1,Rice.Herbivore,Rice.herb,20170608,2017,鱗翅目,Lepidoptera,螟蛾科,Pyralidae,稻害者,齊穗期,二化螟
MC1,Flowering,Thr,1,Rice.Herbivore,Rice.herb,20170608,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,齊穗期,稻薊馬
MO1,Flowering,Acr,2,Rice.Herbivore,Rice.herb,20170608,2017,直翅目,Orthoptera,蝗科,Acrididae,稻害者,幼穗分化,台灣稻蝗
MO1,Flowering,Del,2,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,幼穗分化,斑飛蝨
MO1,Flowering,Del,1,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,幼穗分化,褐飛蝨
MO1,Flowering,Pyl,1,Rice.Herbivore,Rice.herb,20170608,2017,鱗翅目,Lepidoptera,螟蛾科,Pyralidae,稻害者,幼穗分化,瘤野螟(縱捲葉螟)
SC1,Flowering,Del,12,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗末期,白背飛蝨
SC1,Flowering,Del,5,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗末期,班飛蝨
SO1,Flowering,Del,2,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗末期,白背飛蝨
SO1,Flowering,Del,14,Rice.Herbivore,Rice.herb,20170608,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗末期,班飛蝨
SO1,Flowering,Pyl,1,Rice.Herbivore,Rice.herb,20170608,2017,鱗翅目,Lepidoptera,螟蛾科,Pyralidae,稻害者,孕穗末期,二化螟
MC1,Ripening,Cic,6,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,黃熟期,偽黑尾葉蟬
MC1,Ripening,Del,11,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,黃熟期,斑飛蝨
MC1,Ripening,Pen,1,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,椿象科,Pentatomidae,稻害者,黃熟期,南方綠椿象
LC1,Flowering,Sci,1,Parasitoid,Parasitoid,20170526,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,孕穗期,長角沼蠅
LO1,Flowering,Sci,2,Parasitoid,Parasitoid,20170526,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,孕穗期,長角沼蠅
MC1,Flowering,Sci,1,Parasitoid,Parasitoid,20170526,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,抽穗期,長角沼蠅
SO1,Flowering,Sci,2,Parasitoid,Parasitoid,20170526,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,孕穗期,長角沼蠅
MO1,Flowering,Sci,1,Parasitoid,Parasitoid,20170626,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,抽穗期,長角沼蠅
LC1,Ripening,Sci,1,Parasitoid,Parasitoid,20170626,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,乳熟期,長角沼蠅
LO1,Ripening,Sci,1,Parasitoid,Parasitoid,20170626,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,乳熟期,長角沼蠅
SC1,Ripening,Sci,1,Parasitoid,Parasitoid,20170626,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,乳熟期,
SO1,Ripening,Sci,8,Parasitoid,Parasitoid,20170626,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,乳熟期,長角沼蠅
MO1,Tillering,Sci,1,Parasitoid,Parasitoid,20170502,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,分?盛期,長角沼蠅
MC1,Flowering,Sci,1,Parasitoid,Parasitoid,20170512,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,幼穗形成,長角沼蠅
SO1,Tillering,Sci,2,Parasitoid,Parasitoid,20170512,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,分?終期,長角沼蠅
MO1,Tillering,Sci,2,Parasitoid,Parasitoid,20170526,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,分?終期,長角沼蠅
SO1,Flowering,Sci,4,Parasitoid,Parasitoid,20170608,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,孕穗末期,長角沼蠅
MC1,Ripening,Sci,4,Parasitoid,Parasitoid,20170626,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食/擬寄生者,黃熟期,長角沼蠅
LO1,Flowering,CEC,1,Herbivore,Tour.herb,20170526,2017,雙翅目,Diptera,癭蚋科,Cecidomyiidae,雜草食者,孕穗期,
LO1,Flowering,Pyr,1,Herbivore,Tour.herb,20170526,2017,直翅目,Orthoptera,錐頭蝗科,Pyrgomorphidae,雜草食者,孕穗期,紅后負蝗
LO1,Flowering,Tri,1,Herbivore,Tour.herb,20170526,2017,直翅目,Orthoptera,蚤蝗科,Tridactylidae,雜草食者,孕穗期,
LO1,Flowering,Chr,1,Herbivore,Tour.herb,20170526,2017,鞘翅目,Coleoptera,金花蟲科,Chrysomelidae,雜草食者,孕穗期,
SO1,Flowering,Tri,1,Herbivore,Tour.herb,20170526,2017,直翅目,Orthoptera,蚤蝗科,Tridactylidae,雜草食者,孕穗期,
LO1,Ripening,Scu,1,Herbivore,Tour.herb,20170626,2017,半翅目,Hemiptera,盾椿科,Scutelleridae,雜草食者,乳熟期,黃盾背椿象
LO1,Seedling,CEC,1,Herbivore,Tour.herb,20170318,2017,雙翅目,Diptera,癭蚋科,Cecidomyiidae,雜草食者,未插秧,
LO1,Seedling,Rhy,4,Herbivore,Tour.herb,20170318,2017,半翅目,Hemiptera,地長椿科,Rhyparochromidae,雜草食者,未插秧,
LO1,Seedling,Lar,1,Herbivore,Tour.herb,20170318,2017,半翅目,Hemiptera,大星椿科,Largidae,雜草食者,未插秧,姬大星椿象
SO1,Seedling,Ter,4,Herbivore,Tour.herb,20170407,2017,直翅目,Orthoptera,菱蝗科,Tetrigidae,雜草食者,成活期,
SO1,Tillering,Tri,1,Herbivore,Tour.herb,20170417,2017,直翅目,Orthoptera,蚤蝗科,Tridactylidae,雜草食者,分?始期,
LO1,Tillering,Chr,3,Herbivore,Tour.herb,20170502,2017,鞘翅目,Coleoptera,金花蟲科,Chrysomelidae,雜草食者,分?盛期,黃條葉蚤
MC1,Tillering,Chr,1,Herbivore,Tour.herb,20170502,2017,鞘翅目,Coleoptera,金花蟲科,Chrysomelidae,雜草食者,分?盛期,黑額長筒金花蟲
MO1,Tillering,Chr,2,Herbivore,Tour.herb,20170502,2017,鞘翅目,Coleoptera,金花蟲科,Chrysomelidae,雜草食者,分?盛期,黃條葉蚤
LO1,Tillering,Chr,1,Herbivore,Tour.herb,20170512,2017,鞘翅目,Coleoptera,金花蟲科,Chrysomelidae,雜草食者,分?終期,黃條葉蚤
MC1,Flowering,CEC,1,Herbivore,Tour.herb,20170512,2017,雙翅目,Diptera,癭蚋科,Cecidomyiidae,雜草食者,幼穗形成,
MO1,Tillering,Chr,1,Herbivore,Tour.herb,20170512,2017,鞘翅目,Coleoptera,金花蟲科,Chrysomelidae,雜草食者,分?終期,
SO1,Tillering,Scu,1,Herbivore,Tour.herb,20170512,2017,半翅目,Hemiptera,盾椿科,Scutelleridae,雜草食者,分?終期,黃盾背椿象
LC1,Flowering,CEC,1,Herbivore,Tour.herb,20170608,2017,雙翅目,Diptera,癭蚋科,Cecidomyiidae,雜草食者,孕穗末期,
MC1,Flowering,Chr,1,Herbivore,Tour.herb,20170608,2017,鞘翅目,Coleoptera,金花蟲科,Chrysomelidae,雜草食者,齊穗期,黃條葉蚤
