"Source","d13C","d15N","Concd13C","Concd15N","Farm"
"Rice_herb",-28.3305149991599,2.9722585505515,52.1979366192672,10.7346422868154,"SC1_2018"
"Rice_herb",-30.24,4.32,55.4227441285538,8.52039555006181,"MC1_2019"
"Rice_herb",-29.77,4.65,53.3194029850746,9.79253731343284,"MC1_2019"
"Rice_herb",-29.4,4.85,52.9122957867584,9.42046431642304,"MC1_2019"
"Rice_herb",-28.74,5.37,51.4036061026352,10.7572815533981,"MC1_2019"
"Rice_herb",-29.54,4.36,52.3105360443623,10.4713493530499,"MC1_2019"
"Rice_herb",-28.22,5.39,48.2614913176711,9.15526046986721,"MO1_2019"
"Rice_herb",-30.14,7.98,54.8558441558442,9.09220779220779,"MO1_2019"
"Rice_herb",-29.91,7.94,55.4274725274725,9.00549450549451,"MO1_2019"
"Rice_herb",-19.24,4.8,50.9259259259259,11.4975845410628,"MO1_2019"
"Rice_herb",-15.85,7.5,49.0701570680628,11.8722513089005,"MO1_2019"
"Rice_herb",-29.15,4.47,53.4046762589928,9.5089928057554,"MC2_2019"
"Rice_herb",-28.85,3.26,52.1382823871907,10.3245997088792,"MC2_2019"
"Rice_herb",-23.36,11.07,48.7146529562982,10.6966580976864,"MO2_2019"
"Rice_herb",-28.33,7.7,55.8045851528384,8.22379912663756,"MO2_2019"
"Rice_herb",-29.48,8.13,55.3634377276038,8.48069919883467,"MO2_2019"
"Rice_herb",-26.46,7.71,51.1477832512315,11.0525451559934,"MO2_2019"
"Rice_herb",-28.78,7.88,51.7706935123042,10.6275167785235,"MO2_2019"
"Rice_herb",-15.57102703,7.070772706,43.6203357697842,11.3097260043165,"MC3_2019"
"Rice_herb",-28.22782062,5.193610848,48.8764368431772,9.78683379226069,"MC3_2019"
"Rice_herb",-21.56629279,7.757121616,47.7207949857955,9.81272606534091,"MC3_2019"
"Rice_herb",-27.22781962,5.389970004,46.9275798769231,9.7486644,"MC3_2019"
"Rice_herb",-26.43960795,6.391676092,47.2430332663989,10.1146559116466,"MC3_2019"
"Rice_herb",-28.74297625,4.153915845,48.6772941277259,9.09835857788162,"MC3_2019"
"Rice_herb",-28.2414004,3.808229829,48.5022442946429,9.39569741964286,"MC3_2019"
"Rice_herb",-22.19516736,5.854764049,44.9964674681754,9.92195482602546,"MO3_2019"
"Rice_herb",-16.21237039,8.921160166,46.5530545410037,9.43446865361077,"MO3_2019"
"Rice_herb",-15.66586989,10.69180738,47.407219837037,9.00366446370371,"MO3_2019"
"Rice_herb",-19.07915535,9.261750885,46.387861565534,10.3706643216019,"MO3_2019"
"Rice_herb",-19.1998033,9.366848007,46.8533040723982,8.06260953846154,"MO3_2019"
"Rice_herb",-19.52775079,8.330995882,48.1730212759644,8.48539678931751,"MO3_2019"
"Rice_herb",-28.67558653,5.196941669,45.9709069221698,10.6156199658019,"LC1_2019"
"Rice_herb",-28.7911432,4.580104874,50.9482859936909,8.9583584384858,"LC1_2019"
"Rice_herb",-22.33383405,5.921784138,45.6819714705882,11.1112470088235,"LO1_2019"
"Rice_herb",-24.41704046,4.535003969,47.4661117230274,9.71293947665056,"LO1_2019"
"Rice_herb",-28.73412452,5.372464182,47.0923343940796,10.0862557076781,"LC2_2019"
"Rice_herb",-29.42326908,4.435420585,48.1008964763231,9.28179944568245,"LC2_2019"
"Rice_herb",-29.65583997,4.676676017,49.5088152015355,8.7122229596929,"LC2_2019"
"Rice_herb",-29.46270844,3.93816457,50.9636535033259,8.46098249223947,"LC2_2019"
"Rice_herb",-29.03780274,3.923387127,48.3904522485207,10.0752767554241,"LO2_2019"
"Rice_herb",-27.39528639,4.016466515,48.6750058757062,10.2191330669895,"LO2_2019"
"Rice_herb",-26.14145639,2.119113493,47.104382622842,11.2205620849934,"LO2_2019"
"Rice_herb",-28.6926909,2.550559389,48.9246509190809,9.75352823976024,"LC3_2019"
"Rice_herb",-28.25616599,5.206161308,47.5275475127421,11.0326798776758,"LC3_2019"
"Rice_herb",-28.34476671,4.358770067,49.0978152407153,10.6543996712517,"LC3_2019"
"Rice_herb",-29.26015045,5.568655195,52.3357975249501,10.0255986686627,"LC3_2019"
"Rice_herb",-29.59049113,5.46267533,51.7264771870605,9.14284632208158,"LC3_2019"
"Rice_herb",-27.49276843,4.327724171,50.0851826271186,9.78483963029661,"LC3_2019"
"Rice_herb",-28.55918587,4.24407118,49.3595157680251,10.4303319874608,"LO3_2019"
"Rice_herb",-21.81989374,0.027638622,51.1013572297297,9.64854374831081,"LO3_2019"
"Rice_herb",-16.91503627,4.539633169,49.0266641498881,10.5841167069351,"LO3_2019"
"Rice_herb",-28.64804169,6.257398862,49.0746812765957,10.8844821610942,"SC1_2019"
"Rice_herb",-28.64647358,4.552815667,53.6048396819788,9.1939122385159,"SC1_2019"
"Rice_herb",-28.12368401,5.803313775,49.5844061682243,9.90384149325026,"SO1_2019"
"Rice_herb",-26.42387028,4.473886716,52.6090735964912,9.42188049824561,"SO1_2019"
"Rice_herb",-28.73648413,5.905933118,48.3001554936461,8.30306589345064,"LC1_2019"
"Rice_herb",-28.6557188,2.555537832,52.7671876843658,9.73660534955752,"LC1_2019"
"Rice_herb",-28.49115188,2.415460621,52.6648730769231,9.36738893589744,"LC1_2019"
"Rice_herb",-27.87911294,4.359680323,52.0330197953216,9.25548180994152,"LC1_2019"
"Rice_herb",-28.06100045,3.163585369,52.2946836940837,10.0350366652237,"LC1_2019"
"Rice_herb",-26.76154083,4.469326401,52.9706663252376,8.10266165997888,"LC1_2019"
"Rice_herb",-28.8418679,4.981963786,53.9620148721228,9.12307151534527,"LC1_2019"
"Rice_herb",-27.82436449,5.5141511,50.2317344642857,10.4851925297619,"LO1_2019"
"Rice_herb",-28.16586143,5.07397571,52.8789263576159,9.78596692273731,"LO1_2019"
"Rice_herb",-27.95772154,5.390966556,50.370404811119,9.82774616535994,"LO1_2019"
"Rice_herb",-28.60697504,5.724501089,53.0092365756541,9.32414664050057,"LO1_2019"
"Rice_herb",-29.22267723,5.993572853,56.6149051942286,7.90149933296337,"LO1_2019"
"Rice_herb",-29.2221199,6.0068141,54.242815060241,8.65081000860585,"LO1_2019"
"Rice_herb",-29.71700644,5.845373932,58.3262636983993,7.2813267851727,"LO1_2019"
"Rice_herb",-29.53681394,6.134710818,53.9990548116646,8.03942360267315,"LO1_2019"
"Rice_herb",-28.53540163,6.186641367,54.1234843002028,8.16096538438134,"LO1_2019"
"Rice_herb",-27.29647825,4.491398107,50.0019391955836,10.5663666845426,"LC2_2019"
"Rice_herb",-28.26106168,4.758429156,52.7521814893617,10.2162350992908,"LC2_2019"
"Rice_herb",-27.5510025,4.01643061,50.8652900657895,10.2103669642857,"LC2_2019"
"Rice_herb",-28.60568513,5.351552617,52.6907703351955,8.63160778910614,"LC2_2019"
"Rice_herb",-28.74070672,5.391680299,52.9240324570447,8.82637310137457,"LC2_2019"
"Rice_herb",-28.89212191,4.860296106,53.6035335706215,7.85794396497175,"LC2_2019"
"Rice_herb",-28.32188094,4.333325861,50.8555399072643,10.43530638949,"LO2_2019"
"Rice_herb",-29.49920188,5.693249393,57.440505571205,7.85246913615024,"LO2_2019"
"Rice_herb",-28.95566785,4.854911914,51.7179884482759,8.83620199059561,"LO2_2019"
"Rice_herb",-28.91396504,3.855410952,54.2134210846561,8.52324012830688,"LO2_2019"
"Rice_herb",-29.4434047,4.809941697,53.4476105547445,8.50525587883212,"LO2_2019"
"Rice_herb",-29.21813394,5.762447577,53.7411999619772,9.04347917870722,"LC3_2019"
"Rice_herb",-30.06189349,5.714772274,55.8353635558781,7.95202235703919,"LC3_2019"
"Rice_herb",-29.76854436,4.830340761,54.359285387931,8.42962902801724,"LC3_2019"
"Rice_herb",-29.25513174,4.926220274,51.9337473966942,10.2515874958678,"LC3_2019"
"Rice_herb",-29.2991403,5.092953364,53.9333839223058,9.19363178195489,"LC3_2019"
"Rice_herb",-29.1758554,4.789005037,51.6540246626385,10.4206762839879,"LC3_2019"
"Rice_herb",-29.12932003,4.981210048,54.309690920354,9.18892619115044,"LC3_2019"
"Rice_herb",-28.89257417,5.073145656,52.522786682243,10.5655875514019,"LC3_2019"
"Rice_herb",-30.86425833,4.04584724,52.3437741585761,9.81759479935275,"LO3_2019"
"Rice_herb",-29.51827854,3.085007674,42.643195768057,8.10993493082401,"LO3_2019"
"Rice_herb",-28.80628225,3.46859138,52.2536989473684,10.5210845917843,"LO3_2019"
"Rice_herb",-28.49536275,2.453582564,50.2271422557298,10.963813344994,"LO3_2019"
"Rice_herb",-28.88002918,1.007800684,49.9784860150376,10.2795620488722,"LO3_2019"
"Rice_herb",-29.83021291,4.803094161,55.5475133148405,8.24700077669903,"LO3_2019"
"Rice_herb",-29.70276031,4.679859217,54.7851773894737,8.86268194631579,"LO3_2019"
"Rice_herb",-27.94711346,3.873314188,49.8336141884058,10.2634329652174,"SC1_2019"
"Rice_herb",-28.75883871,4.680584583,51.5512459171598,10.4205326035503,"SC1_2019"
"Rice_herb",-29.24690927,5.660008164,57.3314066729323,7.92096071428571,"SC1_2019"
"Rice_herb",-30.24284794,6.428055296,56.2102966970091,8.2422272106632,"SO1_2019"
"Rice_herb",-28.77518971,5.505246864,54.8016509116022,8.98373067495396,"MC3_2019"
"Rice_herb",-20.01747769,5.472101209,51.8986243584721,9.77306867384917,"MC3_2019"
"Rice_herb",-24.51502518,5.581059314,53.755790611465,9.65096244840764,"MC3_2019"
"Rice_herb",-27.87860193,5.535137111,54.0247036931079,9.37474815344603,"MC3_2019"
"Rice_herb",-29.01751714,5.607982736,54.4762353173949,8.77395093157461,"MC3_2019"
"Rice_herb",-20.61012256,6.243780461,52.0342087054409,10.5627567091932,"MC3_2019"
"Rice_herb",-27.66023599,5.095375673,57.2978419016393,7.75410033606557,"MC3_2019"
"Rice_herb",-13.00473158,5.08958982,52.4853801858304,10.2110668199768,"MO3_2019"
"Rice_herb",-16.69574738,5.988060455,52.5862490900196,9.9081733072407,"MO3_2019"
"Rice_herb",-16.72971788,5.376273463,54.1742100141044,9.36499880112835,"MO3_2019"
"Rice_herb",-11.88355513,8.278976157,52.8791789066918,9.96142702167766,"MO3_2019"
"Rice_herb",-15.65046926,5.864858671,55.6448466723842,8.55480283704974,"MO3_2019"
"Rice_herb",-28.32818431,5.343963158,53.1204658987603,7.07239706921488,"MO3_2019"
"Rice_herb",-18.20606568,5.084634385,49.5408909834254,8.72010878121547,"MO3_2019"
"Rice_herb",-28.74601248,4.686779079,44.7254451317297,8.71148729553265,"MO3_2019"
"Rice_herb",-26.98888745,11.32147757,49.5617929178674,9.82625518011527,"MO3_2019"
"Rice_herb",-13.73257616,6.33418435,50.2445168706697,9.27830436374134,"MO3_2019"
"Rice_herb",-27.55337294,4.307978178,49.8580893733333,9.71043563066667,"MO1_2019"
"Rice_herb",-29.00044032,5.79783142,52.4121944273908,8.06583679102715,"MO1_2019"
"Rice_herb",-28.53841741,3.956431934,49.620450485133,10.1985069733959,"MC1_2019"
"Rice_herb",-29.49202445,4.094136217,50.4052537678722,9.4739376450799,"MC1_2019"
"Rice_herb",-29.82464501,4.530528358,49.7238860339506,9.74767121141975,"MC1_2019"
"Rice_herb",-28.96376032,4.160305003,49.4233360171306,9.83103997002141,"MC1_2019"
"Rice_herb",-29.1011633,4.67686846,51.0301727341533,8.6870305884579,"MC1_2019"
"Rice_herb",-29.39786266,4.128240076,52.5574880058366,8.23449749416342,"MC1_2019"
"Rice_herb",-30.19381857,4.681521395,53.7472643279314,7.72800302478551,"MC1_2019"
"Rice_herb",-30.04769902,4.047888811,53.0895763543788,8.33074023082145,"MC1_2019"
"Rice_herb",-29.78448735,4.578875265,51.3582322952477,8.12437975631951,"MC1_2019"
"Rice_herb",-17.64393855,-2.607863124,50.0446997997892,8.16480933298209,"MC1_2019"
"Rice_herb",-19.0958695,-1.834813286,48.1764309866221,9.2470528361204,"MC1_2019"
"Rice_herb",-16.94827562,1.998946037,48.682397887931,10.5786037586207,"MC1_2019"
"Rice_herb",-19.61709828,3.448072682,48.3910468663194,10.2774640190972,"MC1_2019"
"Rice_herb",-17.62433599,3.604189493,47.92570451015,10.8941927537511,"MC1_2019"
"Rice_herb",-30.98456156,8.886605753,51.3630159971711,8.32229937765205,"MC1_2019"
"Rice_herb",-29.44786068,7.099687127,50.7020213912134,7.47570321861925,"MO2_2019"
"Rice_herb",-28.50836971,7.287551603,49.8670038789238,7.89970006278027,"MO2_2019"
"Rice_herb",-28.30477348,7.960256054,52.2425508631319,8.11498592231812,"MO2_2019"
"Rice_herb",-29.43031516,7.142148805,51.1422810729614,8.10528018741059,"MO2_2019"
"Rice_herb",-29.87325143,6.440281844,53.6301118697674,7.54109318418605,"MO2_2019"
"Rice_herb",-29.99019061,7.143231316,49.72299696793,9.92753529446064,"MO2_2019"
"Rice_herb",-28.80094793,7.316852896,50.7874118602362,9.5319484734252,"MO2_2019"
"Rice_herb",-28.80010467,7.270254926,50.8762590987743,9.21042464311464,"MO2_2019"
"Rice_herb",-22.51948223,9.584158741,45.5633486218679,11.3571448690205,"MO2_2019"
"Rice_herb",-27.54175706,7.406802222,48.616157393321,9.78295472170687,"MO2_2019"
"Rice_herb",-28.09789084,7.189516006,49.5805975160256,9.48059475,"MO2_2019"
"Rice_herb",-28.04199293,7.283948064,48.8793765631068,9.47206893980582,"MO2_2019"
"Rice_herb",-26.65045908,7.07668992,50.533517000771,8.24185430994603,"MO2_2019"
"Rice_herb",-29.45617545,8.18309062,49.8805037248677,8.80602546772487,"MO2_2019"
"Rice_herb",-30.01098871,7.55224906,51.4875808517609,9.22564443898444,"MO2_2019"
"Rice_herb",-28.43921164,8.284121566,48.5423132567568,9.19342043513513,"MO2_2019"
"Rice_herb",-28.75096545,3.687502842,50.2945406799637,9.36588445149592,"MC2_2019"
"Rice_herb",-28.34698716,2.399957555,49.4103326134801,9.65322447455295,"MC2_2019"
"Rice_herb",-28.24640685,2.632044875,49.3748247750865,9.26760274394464,"MC2_2019"
"Rice_herb",-28.75586162,2.394324283,50.5979749619048,9.29164857904762,"MC2_2019"
"Rice_herb",-28.25958413,2.043125592,49.1416039713542,9.2404312734375,"MC2_2019"
"Rice_herb",-28.13785178,5.244717952,51.1110533333333,8.34638120915033,"MC2_2019"
"Rice_herb",-29.82163727,4.278118367,53.4481615616046,7.43066577936963,"MC2_2019"
"Rice_herb",-29.39840179,4.055907217,53.45592004,7.840173904,"MC2_2019"
"Rice_herb",-29.83633999,5.551703631,51.911876873805,8.84696930497132,"MC2_2019"
"Rice_herb",-29.75489486,5.292941759,51.2409924657534,9.17202127853881,"MC2_2019"
"Rice_herb",-29.83085472,4.437786301,50.6115623194444,8.37546280972222,"MC2_2019"
"Rice_herb",-29.74068781,5.236851185,50.8236655764075,8.16985546112601,"MC2_2019"
"Rice_herb",-29.81985638,5.787985734,51.1059489018464,8.64459081049563,"MC2_2019"
"Rice_herb",-27.47889838,3.637467455,51.6192927980535,10.2890612931873,"SC1_2019"
"Rice_herb",-27.13393088,2.354097348,53.1546662220058,10.1928545374878,"SC1_2019"
"Rice_herb",-28.77851737,5.370467777,56.3709113232514,9.26454233081285,"SC1_2019"
"Rice_herb",-28.58549429,4.727410476,52.9408004262673,10.2590006912442,"SO1_2019"
"Rice_herb",-26.73759878,5.892174648,56.1862365939772,8.47282820560748,"SO1_2019"
"Rice_herb",-30.37782322,7.292992048,49.4660545292887,9.00282865167364,"SO1_2019"
"Rice_herb",-29.39958063,7.874350253,54.2645865189363,7.1154680886382,"MC1_2019"
"Rice_herb",-29.53357862,4.415984152,52.4074348270677,9.60159866917293,"MC1_2019"
"Rice_herb",-30.05185249,5.220756016,50.4724418292683,9.39542788048781,"MC1_2019"
"Rice_herb",-17.55773134,5.670841783,51.2895224585635,9.79570969060774,"MC1_2019"
"Rice_herb",-13.77547433,1.001876923,51.7181257103064,10.9483952632312,"MC1_2019"
"Rice_herb",-30.88772103,5.020709489,53.7694907575758,8.26524423268398,"MC1_2019"
"Rice_herb",-20.4779576,1.529022298,51.9794470333745,9.44015534116193,"MC1_2019"
"Rice_herb",-29.30264574,6.825705272,56.1267000652529,8.73998647797716,"MC1_2019"
"Rice_herb",-29.4401741,4.862958393,55.2627566666667,9.07703015310078,"MC1_2019"
"Rice_herb",-30.1718348,4.182210765,56.1603507374631,8.6635111179941,"MC1_2019"
"Rice_herb",-29.73499627,4.364275153,53.8589223860182,10.2560554878419,"MC1_2019"
"Rice_herb",-29.46834257,4.11060557,55.7494944518272,9.99328578903654,"MC1_2019"
"Rice_herb",-30.15465845,4.418461238,52.6561632682292,9.93440432942708,"MC1_2019"
"Rice_herb",-29.70168794,3.837598612,53.6824255421687,9.83496425739321,"MC1_2019"
"Rice_herb",-29.92977746,3.558267091,55.9843279676259,9.6494531205036,"MC1_2019"
"Rice_herb",-29.69202717,4.971875559,53.9572150663943,9.27721972931563,"MO1_2019"
"Rice_herb",-30.22280931,8.186902158,52.2098332307692,8.63390222615385,"MO1_2019"
"Rice_herb",-29.56928854,7.975701884,51.510366118665,9.01570977132262,"MO1_2019"
"Rice_herb",-29.1951448,8.170057024,47.8053635511364,7.42950182386364,"MO1_2019"
"Rice_herb",-29.26584596,6.416345914,55.1776786396181,8.10657689379475,"MO1_2019"
"Rice_herb",-29.22499527,5.400953166,52.3152371959943,9.84686380400572,"MO1_2019"
"Rice_herb",-23.10281887,8.61329755,52.58589990625,10.0657818421875,"MC3_2019"
"Rice_herb",-29.42182464,6.028875505,52.2322250461255,9.99982754612546,"MC3_2019"
"Rice_herb",-30.80267031,7.615448788,55.0754023035594,8.87502852249832,"MC3_2019"
"Rice_herb",-29.73471361,6.531547096,50.6073051821192,9.13040706125828,"MC3_2019"
"Rice_herb",-30.14620847,6.235867986,49.4698877111111,9.31450008666667,"MC3_2019"
"Rice_herb",-29.36744378,5.456372054,53.9806709848485,8.44640313939394,"MC3_2019"
"Rice_herb",-28.22839326,2.892879468,51.9478722592946,10.2626088083889,"LC1_2019"
"Rice_herb",-28.08698934,3.405646861,53.7581603773585,9.93556801451379,"LC1_2019"
"Rice_herb",-28.27947552,3.490786194,53.3925466577181,10.2911913557047,"LC1_2019"
"Rice_herb",-27.50095601,3.487658101,53.1258539953271,10.1416374929907,"LC1_2019"
"Rice_herb",-28.53198252,3.4477594,53.2898000353774,10.2373133183962,"LC1_2019"
"Rice_herb",-29.47266633,5.016015354,51.9316931078905,9.03709572785829,"LC1_2019"
"Rice_herb",-15.31703188,12.56085581,53.3366438924731,10.8295149677419,"LC1_2019"
"Rice_herb",-29.0342118,4.972546695,53.2910812765957,10.0708988120567,"LO1_2019"
"Rice_herb",-28.62229692,5.46869364,54.0133044140625,10.0218598177083,"LO1_2019"
"Rice_herb",-28.47936107,5.620125832,53.6178752066116,9.94358503030303,"LO1_2019"
"Rice_herb",-28.64402646,5.33481512,59.8747389361702,10.7291412588652,"LO1_2019"
"Rice_herb",-28.50713652,5.271641361,53.3259638977424,9.8072516998672,"LO1_2019"
"Rice_herb",-30.02507687,5.953236796,57.32151635,8.0713108125,"LO1_2019"
"Rice_herb",-30.49472685,6.659089145,51.6892497132616,8.71329631003584,"LO1_2019"
"Rice_herb",-29.83755425,7.236380716,52.0979305871886,8.91613083629893,"LO1_2019"
"Rice_herb",-30.44052316,7.076878104,55.1951696024465,8.15773489449541,"LO1_2019"
"Rice_herb",-30.4420444,8.977538843,60.0381072972973,6.43930077938404,"LO1_2019"
"Rice_herb",-29.51164317,6.084531336,50.7219865409836,10.2054414311475,"LO1_2019"
"Rice_herb",-29.89927572,4.02361036,51.6648235736041,6.78784359796954,"LC3_2019"
"Rice_herb",-25.88569709,2.494502769,55.083399460501,8.81041712716763,"LC3_2019"
"Rice_herb",-30.23299043,4.091771143,55.5293004173107,8.81844296599691,"LC3_2019"
"Rice_herb",-30.1725812,4.364078913,55.689166021021,8.97025689189189,"LC3_2019"
"Rice_herb",-30.19843131,4.33879458,55.7834435018496,8.81791256350185,"LC3_2019"
"Rice_herb",-30.38891753,4.256054546,54.184279968119,9.69219065356004,"LC3_2019"
"Rice_herb",-29.34661847,4.122205208,54.1731621304348,9.52378740289855,"LC3_2019"
"Rice_herb",-29.53753803,3.947324409,55.0705317448201,9.2054242955289,"LC3_2019"
"Rice_herb",-28.42436782,1.785077329,52.042518340136,10.6605720312925,"LO3_2019"
"Rice_herb",-27.36500212,2.588496706,53.064364112628,10.4042104197952,"LO3_2019"
"Rice_herb",-28.46853079,2.660224455,53.721671254902,9.75143381764706,"LO3_2019"
"Rice_herb",-27.82764814,2.511609088,53.6416890290179,9.67411459709821,"LO3_2019"
"Rice_herb",-28.41213681,2.330390494,53.6309849936789,9.90584126801517,"LO3_2019"
"Rice_herb",-26.84091376,3.614415251,53.5801983354193,8.7405003942428,"LO3_2019"
"Rice_herb",-29.55261136,4.125456725,55.1972568891538,8.62347896185936,"LO3_2019"
"Rice_herb",-29.52293453,6.984431087,52.5953436778639,10.2348756244617,"LO3_2019"
"Rice_herb",-30.52140029,5.083427308,50.803502600349,9.46157935427574,"LO3_2019"
"Rice_herb",-29.71319035,9.361862159,51.8059269451372,9.58069341396509,"LO3_2019"
"Rice_herb",-15.06967283,7.133672261,52.2199893957346,10.3595766540284,"LO3_2019"
"Rice_herb",-24.99466269,6.842957008,52.3891388822115,10.4182772584135,"MO3_2019"
"Rice_herb",-20.97583778,4.229027318,55.2096393855422,7.97261152650603,"MO3_2019"
"Rice_herb",-28.61947629,6.19811288,52.8938383461538,8.15033908589744,"MO3_2019"
"Rice_herb",-26.76334328,5.949355481,50.5530020702403,8.70723911367837,"MO3_2019"
"Rice_herb",-14.81888485,6.156736844,52.1620755773196,10.3312978865979,"MO3_2019"
"Rice_herb",-22.4546864,5.874598105,51.902021819464,8.75054640761636,"MO3_2019"
"Rice_herb",-13.34040589,5.808399698,50.2575007380074,10.597671498155,"MO3_2019"
"Rice_herb",-13.39132292,6.329608847,53.8849236726384,9.97752447068404,"MO3_2019"
"Rice_herb",-24.20710171,5.700997654,53.5640952983988,10.4095008573508,"MO3_2019"
"Rice_herb",-24.56505136,5.85997607,54.0139040085592,10.2667987018545,"MO3_2019"
"Rice_herb",-24.68676732,6.074253082,54.0705769689119,10.247890503886,"MO3_2019"
"Rice_herb",-15.67399725,6.382884248,52.5860335907336,10.777177980695,"MO3_2019"
"Rice_herb",-25.61624011,5.650590026,54.2194722562674,9.65219572841226,"MO3_2019"
"Rice_herb",-25.53650471,4.852759788,54.6343396614951,9.83925903244006,"MO3_2019"
"Rice_herb",-26.74451037,5.900606434,54.8536657202797,8.93408886573427,"MO3_2019"
"Rice_herb",-25.73227857,5.2907819,54.4366952879581,9.56826086910995,"MO3_2019"
"Tour_herb",-20.68,9.4,46.68,11.29,"MO_2017"
"Tour_herb",-26.3,8.13,44.85,11.08,"MO_2017"
"Tour_herb",-26.89,3.33,47.9,8.46,"MO_2017"
"Tour_herb",-26.94,3.26,47.92,8.84,"MO_2017"
"Tour_herb",-16.06,9.42,45.6,10.33,"MO_2017"
"Tour_herb",-26.07,4.35,58.55,13.7,"MC_2017"
"Tour_herb",-18.86,5.36,47.09,10.6,"MO_2017"
"Tour_herb",-22.45,1.02,45.84,11.02,"GO_2017"
"Tour_herb",-29.44,7.08,48.03,11.15,"MC_2017"
"Tour_herb",-18.1,4.9,46.98,11.14,"GC_2017"
"Tour_herb",-26.9825460190788,8.952432032103,45.4840761007743,10.7082545703581,"MO1_2018"
"Tour_herb",-25.4753489914804,6.65386208111154,46.8581661634333,10.3671545410808,"MO2_2018"
"Tour_herb",-23.694776846901,6.82476352911553,48.699193987952,9.86325583400463,"MO2_2018"
"Tour_herb",-16.6872980435467,9.49679752227066,45.4264415976768,9.8130535495971,"MO3_2018"
"Tour_herb",-28.5074163218709,4.25780827970346,48.2871992178156,10.0600495199671,"MC1_2018"
"Tour_herb",-21.1603987191747,3.24011826079664,47.1260132213477,11.0885930225052,"LO1_2018"
"Tour_herb",-28.6197261204083,7.73828201569223,46.7037632865354,11.3188985816085,"LO1_2018"
"Tour_herb",-26.9923296205625,2.78601384586983,44.5363040471774,11.292962158004,"SC1_2018"
"Tour_herb",-19.6757619635022,5.22453208296188,46.1379153704092,10.0939976909988,"MO1_2018"
"Tour_herb",-21.4437229528964,6.68233115965914,48.4863149584279,10.4159741168638,"MO1_2018"
"Tour_herb",-18.2026093336975,3.30979501078014,49.6735387883627,9.58320110006705,"MO1_2018"
"Tour_herb",-18.8632820285502,5.488987515493,49.4764588840777,10.2782968778347,"MO1_2018"
"Tour_herb",-26.0395426854271,9.74015039487837,51.9369775824611,9.17629923023847,"MO2_2018"
"Tour_herb",-26.4555853619185,9.30720549832693,52.5117127302188,8.3574158444936,"MO2_2018"
"Tour_herb",-23.0880339034923,7.78557394063356,48.6365620960727,12.1527516307676,"MO3_2018"
"Tour_herb",-15.9953885045441,6.11404412576296,49.6468825517712,11.7879622263452,"MO3_2018"
"Tour_herb",-28.08,3.89,50.0068376068376,11.5153846153846,"MC1_2019"
"Tour_herb",-24.12,8.77,48.1627430910952,11.2927328556807,"MO1_2019"
"Tour_herb",-29.65646315,6.927677197,55.321025,14.5183802012882,"MC3_2019"
"Tour_herb",-18.74600238,8.689317398,43.8999835405105,10.0756230011099,"MO3_2019"
"Tour_herb",-28.87171362,6.662490693,43.3120111168385,10.0363336890034,"MO3_2019"
"Tour_herb",-17.11704183,7.257872087,45.093922396789,11.0236765344037,"LO3_2019"
